oldLink,Related entry?,Group,Name,Name2,Description,Location,Latitude,Longitude,GoogleMapsLink,keyword,Image1,Image1Caption,Image1Source,Image1SourceLink,Image2,Image2Caption,Image2Source,Image2SourceLink,Image3,Image3Caption,Image3Source,Image3SourceLink,Image4,Image4Caption,Image4Source,Image4SourceLink,Image5,Image5Caption,Image5Source,Image5SourceLink
https://conntours.oncell.com/en/lighthouses-223110.html,,maritime,Lighthouses,"Custom House Maritime Museum, New London CT",,"150 Bank St, New London, CT 06320",41.3522769,-72.0954453,https://goo.gl/maps/byCzdfjqBWXdsbL47,lighthouses,lighthouses.jpg,"Five Mile Point Lighthouse, New Haven.",,,lighthouses2.jpg,"Old Saybrook, Lynde Point lighthouse between 1940 and 1955.",Source: Library of Congress,,,,,,,,,,,,,
https://conntours.oncell.com/en/shipyards-223108.html,,maritime,Shipyards,"Mystic Seaport Museum, CT",,"75 Greenmanville Ave, Mystic, CT 06355",41.3616222,-71.9645738,https://goo.gl/maps/W1f2XQp87sUmzQ2Q8,shipyards,shipyards.jpg,"The SS-106 at the Lake Torpedo Boat Company shipyard, Bridgeport, Connecticut, on February 15, 1919.",,,shipyards2.jpg,"Charles W. Morgan whaling ship, Mystic Seaport, Connecticut.",Source: Library of Congress,,,,,,,,,,,,,
https://conntours.oncell.com/en/exploration-227886.html,,maritime,Exploration,"Captain Nathaniel B Palmer House Museum, Stonington CT",,"40 Palmer St, Stonington, CT 06378",41.3428919,-71.9075755,https://goo.gl/maps/sCzEuS25khxKyAR69,exploration,exploration.jpg,"Mount Dana, Alaska.",,,exploration2.jpg,Captain Nathaniel B. Palmer.,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-revolutionary-trail-193429.html,,,The Revolutionary Trail,,,,,,,,orientation-revolution.jpg,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-roger-sherman-home-site-199271.html,,revolution,Tapping Reeve House and Litchfield Law School,Litchfield CT,,"82 South St, Litchfield, CT 06759",41.7437328,-73.1884075,https://goo.gl/maps/kGzFEyiFwNE1xQmm7,tapping-reeve,tapping-reeve.jpg,Interior of the Litchfield Law School.,Source: Litchfield Historical Society,,tapping-reeve2.jpg,Litchfield Law School building contructed by Tapping Reeve in 1784.,Source: Litchfield Historical Society,,tapping-reeve3.jpg,"Tapping Reeve, founder of the Litchfield Law School, Litchfield, CT. ",Litchfield Historical Society,,tapping-reeve4.jpg,"Aaron Burr. Third Vice-President of the United States, and a former student at the Litchfield Law School (c.1836).",Source: Library of Congress Prints and Photographs Division,,,,,
https://conntours.oncell.com/en/the-roger-sherman-home-site-199271.html,,revolution,The Roger Sherman Home Site,New Milford CT,,"Roger Sherman Town Hall, 10 Main St, New Milford, CT 06776",41.5778467,-73.410055,https://goo.gl/maps/SuTr5qAtB88qSYPs9,roger-sherman,roger-sherman.jpg,"Mayor Roger Sherman, Print showing Roger Sherman as Mayor of New Haven, Connecticut (1911).",Source: Library of Congress Prints and Photographs Division,,roger-sherman2.jpg,"Sherman house, Main Street, New Milford, 1872.","Source: Connecticut Historical Society, museum purchase 1992.132.1",,roger-sherman3.jpg,"Roger Sherman, half-length portrail, facing right, holding quill pen (c. 1902).",Source: Library of Congress Prints and Photographs Division,,,,,,,,,
https://conntours.oncell.com/en/putnam-memorial-state-park-193415.html,,revolution,Putnam Memorial State Park,Redding CT,,"499 Black Rock Turnpike, Redding, CT 06896",41.3387232,-73.3815763,https://goo.gl/maps/goJ3m6QfpkJaVZoP6,putnam-memorial,putnam-memorial.jpg,"Putnam Park Lake, Redding, near Danbury, Conn (c1930-1945).",,,putnam-memorial2.jpg,"Maj. Gen. Israel Putnam. ""He dared to lead where any dared to follow"" (c. 1864).",Source: Library of Congress Prints and Photographs Division,,putnam-memorial3.jpg,"Log cabin, Putnam Memorial Campground. A reproduction of the soliders' barracks (1895-1955).","Source: Connecticut State Library, Mills Photograph Collection of Connecticut, 1855-1955 (PG 180), Connecticut Digital Archive",,,,,,,,,
https://conntours.oncell.com/en/keeler-tavern-museum-193414.html,,revolution,Keeler Tavern Museum,Ridgefield CT,,"152 Main St, Ridgefield, CT 06877",41.2735931,-73.4968752,https://goo.gl/maps/xUqVngrYVc6598BX8,keeler-tavern,keeler-tavern.jpg,"Keeler Tavern, Ridgefield (1935).","Source: Connecticut State Library, State Archives, Mills Photograph Collection of Connecticut, 1895-1955 (PG 180) and the Connecticut Digital Archive",,keeler-tavern2.jpg,"Major General Benedict Arnold, created by H.B. Hall, 1800-1899, engraving.","Source: Connecticut Historical Society, 2009.40.0.",,keeler-tavern3.jpg,"General David Wooster, killed at Danbury, (Connecticut) the 27th April 1777, drawn by Charles G. Crehen, published by Theodore Lacombe, printed by Nagel & Wiengartner; 1854, lithograph; printer's ink on chine colle on wove paper.","Source: Connecticut Historical Society, museum purchase, 1961.94.0.",,,,,,,,,
https://conntours.oncell.com/en/minute-man-statue-193416.html,,revolution,Minute Man Statue,Westport CT,,"281 Compo Rd S, Westport, CT 06880",41.1116845,-73.354656,https://goo.gl/maps/uCXBEEbjS28pW3Uf7,minute-man,minute-man.jpg,"Postcard of Minute Man at Compo Beach, 1912.",,,,Newspaper details of landings at Compo.,"Source: The New-York Gazette; and the Weekly Mercury, May 19, 1777.",,,,,,,,,,,,,
https://conntours.oncell.com/en/defenders-monument-193417.html,,revolution,Defenders' Monument,New Haven CT,,"Defender's Park, New Haven CT 06519",41.2977077,-72.9470716,https://goo.gl/maps/4BB4J46gaomXr5c56,defenders-monument,defenders-monument.jpg,Hand-drawn Map of the English invasion of New Haven Connecticut July 1779 by Ezra Stiles.,"Source: Yale University Manuscripts & Archives Digital Images Database, Public Domain Image",,defenders-monument2.jpg,Ezra Stiles (c.1850),Source: Library of Congress Prints and Photographs Division,,,,,,,,,,,,,
https://conntours.oncell.com/en/joseph-webb-house-193418.html,,revolution,Joseph Webb House,Wethersfield CT,,"211 Main St, Wethersfield, CT 06109",41.7121811,-72.6533673,https://goo.gl/maps/RLWdrXAePd66GaS26,joseph-webb,joseph-webb.jpg,"The Webb Mansion, Wethersfield, drawn on stone by Edwin Whitefield, 1882, lithograph; colored printer's inks on wove paper.","Source: The Newman S. Hungerford Museum Fund, 2009.281.2, the Connecticut Historical Society",,joseph-webb2.jpg,"George Washington, head-and-shoulders portrait, facing slightly left, in oval.",Source: Library of Congress Prints and Photographs Division,,joseph-webb3.jpg,"Rochambeau, Commander of the French Allies, head-and-shoulders portrait, facing front (c. 1903).",Source: Library of Congress Prints and Photographs Division,,joseph-webb4.jpg,"George Washington at the Webb House, Wethersfield, Connecticut, 1781, drawn by H. H. Art Studios, 1947, ink and gouache with graphite on white wove paper mounted to board, gift of Mr. & Mrs. Richard Koopman and Mr. & Mrs. Bernard Schiro.","Source: Gift of Mr. & Mrs. Richard Koopman and Mr. & Mrs. Bernard Schiro, 1980.93.45, Connecticut Historical Society.",,,,,
https://conntours.oncell.com/en/silas-deane-house-193419.html,,revolution,Silas Deane House,Wethersfield CT,,"211 Main St, Wethersfield, CT 06109",41.7121811,-72.6533673,https://goo.gl/maps/8NZTN1AnLMtkBxKTA,silas-deane,silas-deane.jpg,Baron DeKalb introducing Lafayette to Silas Deane.,,,silas-deane2.jpg,"Silas Deane House, Wethersfield.","Source: Library of Congress, Prints and Photographs Division, Carol M. Highsmith Archive",,silas-deane3.jpg,"Expense document, 1780.","Source: Silas Deane Papers, MS Deane, Box 9, Folder 11, Connecticut Historical Society",,silas-deane4.jpg,"Silas Deane, painting by William Johnson (1766).",,,,,,
https://conntours.oncell.com/en/oliver-ellsworth-homestead-239843.html,,revolution,Oliver Ellsworth Homestead,Windsor CT,,"778 Palisado Ave, Windsor, CT 06095",41.87876,-72.622788,https://goo.gl/maps/gWZVjJ4swomE99278,oliver-ellsworth,oliver-ellsworth.jpg,This Homestead was listed on the National Register on Historical Places 1970 and declared a National Historical Landmark in 1989. ,Source: Kelly Davis,,oliver-ellsworth2.jpg,A scale representation by Frank Bruckner of the Ralph Earle painting hangs in the South Parlor. The original painting is located at the Wadsworth Atheneum.,Source: Kelly Davis,,oliver-ellsworth3.jpg,"The pastel above the Ellsworth Family desk in ""Oliver's Office"" was created by James Sharples between 1796 and 1797 when Oliver was Chief Justice of the U.S. Supreme Court.",Source: Kelly Davis,,oliver-ellsworth4.jpg,"Hezikiah Augur created the original bust (1834-1837) of Oliver Ellsworth which resides in the Supreme Court Building in Washington, D.C. This plaster copy was presented to the Connecticut Daughters of the American Revolution in 1903. Another copy is located at DAR Headquarters in Constitution Hall in Washington, D.C.",Source: Kelly Davis,,,,,
https://conntours.oncell.com/en/old-new-gate-prison-copper-mine-193420.html,,revolution,Old New-Gate Prison & Copper Mine,East Granby CT,,"115 Newgate Rd, East Granby, CT 06026",41.9619773,-72.7450288,https://goo.gl/maps/CWjCtJznWXphL3V66,old-new-gate-prison,old-new-gate-prison.jpg,"A Prospective View of Old Newgate, Connecticut's State Prison, engraved by Richard Brunton, ink on paper; line engraving, gift of Charles T. Wells, 1859.3.0.",Source: The Connecticut Historical Society,,old-new-gate-prison2.jpg,"""A View of the Guard House and Simsbury-Mines, now called Newgate,"" taken from the ""Political Magazine,"" London, 1781.","Source: Connecticut Historical Society, museum purchase 1984.49.15",,old-new-gate-prison3.jpg,Postcard depicting Old Newgate Prison in the early 20th century.,,,old-new-gate-prison4.jpg,"Courtyard at Newgate Prison, East Granby, before 1904, photograph; gelatin silver print on paper.","Source: Museum purchase 1979.19.20, The Connecticut Historical Society",,,,,
https://conntours.oncell.com/en/nathan-hale-homestead-193421.html,,revolution,Nathan Hale Homestead,Coventry CT,,"2299 South St, Coventry, CT 06238",41.7642392,-72.3461204,https://goo.gl/maps/ffUYSApYRBt3eKFL6,nathan-hale,nathan-hale.jpg,Back Garden Hale Homestead (2009).,"Source: InAweofGod'sCreation, Creative Commons",,nathan-hale2.jpg,"Last words of Captain Nathan Hale, the hero martyr of the American Revolution (c. 1858)",Source: Library of Congress Prints and Photographs Division,,nathan-hale3.jpg,"Sculpture ""Nathan Hale,"" exterior of Department of Justice, Constitution Ave., Washington, D.C.",Source: Library of Congress Prints and Photographs Division,,,,,,,,,
https://conntours.oncell.com/en/the-huntington-homestead-193422.html,,revolution,The Huntington Homestead,Scotland CT,,"36 Huntington Rd, Scotland, CT 06264",41.6992721,-72.0855859,https://goo.gl/maps/6vMvfwtHhkdyAShj6,huntington-homestead,huntington-homestead.jpg,"Samuel Huntington Household, Scotland, Connecticut (2017).","Source: JJBers, Creative Commons",,huntington-homestead2.jpg,Samuel Huntington (1783) by Charles Willson Peale; S. Huntingdon [sic]; drawn from the life by Du Simitier in Philadelphia ; engraved by B.L. Prevost at Paris.,,,huntington-homestead3.jpg,Copy of the Articles of Confederation.,Source: Library of Congress Prints and Photographs Division,,,,,,,,,
https://conntours.oncell.com/en/governor-jonathan-trumbull-house-193423.html,,revolution,Governor Jonathan Trumbull House,Lebanon CT,,"169 W Town St, Lebanon, CT 06249",41.6363885,-72.2147857,https://goo.gl/maps/9viF6uEMVbYdsyUy9,jonathan-trumbull,jonathan-trumbull.jpg,"Exterior, general view from Southeast. Governor Jonathan Trumbull House (1940).",Source: Library of Congress Prints and Photographs Division,,jonathan-trumbull2.jpg,"Exterior, General View from South East. Governor Johnathan Trumbull War Office, Lebanon (1940)","Source: Library of Congress, Prints and Photographs Division",,jonathan-trumbull3.jpg,"Johnathan Trumbull, engraved by E. Mackenzie after a work by John Trumbull, mid 19th century, engraving; printer's ink on wove paper.","Source: museum purchase, 1963.80.3, the Connecticut Historical Society",,jonathan-trumbull4.jpg,"Tomb of the Trumbull family at Lebanon, drawn by Warner Barber, 1836, ink on paper.","Source: Gift of Houghton Bulkeley, 1953.5.150, The Connecticut Historical Society.",,,,,
https://conntours.oncell.com/en/the-leffingwell-house-museum-219419.html,,revolution,The Leffingwell House Museum,Norwich CT,,"348 Washington St, Norwich, CT 06360",41.544864,-72.0886178,https://goo.gl/maps/a4pNhPcg2dcEq54T7,leffingwell-house,leffingwell-house.jpg,The Leffingwell Inn.,,,leffingwell-house2.jpg,Leffingwell Inn prior to Restoration.,,,leffingwell-house3.jpg,Annual Benedict Arnold Returns Event.,,,,,,,,,,
https://conntours.oncell.com/en/the-turtle-submarine-199354.html,,revolution,The Turtle Submarine,"CT River Museum, Essex",,"67 Main St, Essex, CT 06426",41.3515382,-72.4187328,https://goo.gl/maps/vUeaHBU2syP1tiZH7,turtle-submarine,turtle-submarine.jpg,A cutaway depiction of David Bushnell's Turtle.,"Source: Bushnell's American Turtle (1881), Library of Congress Prints and Photographs Division, Public Domain image",,turtle-submarine2.jpg,The British fleet off New York depicted in the summer of 1776.,Source: Harper's Magazine 1876,,turtle-submarine3.jpg,David Bushnell's Home in Westbrook (1934).,"Source: Connecticut State Library, State Archives, Mills Photograph Collection of Connecticut, 1895-1955 (PG 180) and the Connecticut Digital Archive",,,,,,,,,
https://conntours.oncell.com/en/fort-trumbull-193425.html,,revolution,Fort Trumbull,New London CT,,"90 Walbach St, New London, CT 06320",41.34447,-72.0934433,https://goo.gl/maps/w3nUJF43jML8GhLL6,fort-trumbull,fort-trumbull.jpg,"Fort Trumbull, Connecticut by Seth Eastman (1808-1875). Oil on canvas.",,,fort-trumbull2.jpg,"Ancient Block-House, Fort Trumbull.",Source: The Pictorial Field Book of the War of 1812 by Benson Lossing,,fort-trumbull3.jpg,"Fort Trumbull Coast Guard Base, New London, Conn. (c. 1930-1945).",,,,,,,,,,
https://conntours.oncell.com/en/fort-griswold-193426.html,,revolution,Fort Griswold,Groton CT,,"Park Ave & Monument St, Groton, CT 06340",41.3546545,-72.0782759,https://goo.gl/maps/Aed6TfDCU4VH6V419,fort-griswold,fort-griswold.jpg,"Groton, Conn. Interior of Fort Griswold, New London Harbor in Distance.","Source: Groton Public Library, Connecticut Digital Archive",,fort-griswold2.jpg,Old Fort Griswold.,"Source: Groton Public Library, Connecticut Digital Archive",,fort-griswold3.jpg,"On the battlements, Fort Griswold, Conn.","Source: Groton Public Library, Connecticut Digital Archive",,fort-griswold4.jpg,Groton Monument and Fort Griswold (1836).,,,,,,
https://conntours.oncell.com/en/war-of-1812-225922.html,,,The War of 1812 Trail,,,,,,,,orientation-war-of-1812.jpg,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/isaac-hull-225914.html,,war-of-1812,Isaac Hull,"Derby Historical Society, Ansonia CT",,"37 Elm St, Ansonia, CT 06401",41.3313528,-73.0747586,https://goo.gl/maps/1q2YnGLyh3VEQ5sC6,isaac-hull,isaac-hull.jpg,"This portrait of Captain Issac Hull, of the United States Navy.","Source: Library of Congress, Prints and Photographs Division",,isaac-hull2.jpg,"Thomas Birch, Representation of the U.S. Frigate Constitution, Issac Hull, Esqr., commander, capturing his Britannic Manjesty's frigate Guerriere, James R. Dacres, Esqr., commander, 1813, engraved by C. Tiebout.","Source: Library of Congress, Prints and Photographs Division",,isaac-hull3.jpg,"David Humphery's House, Derby Historical Society.","Source: Milfordwoman, Creative Commons",,,,,,,,,
https://conntours.oncell.com/en/whitney-armory-225919.html,,war-of-1812,Whitney Armory,"Eli Whitney Museum, Hamden CT",,"915 Whitney Ave, Hamden, CT 06517",41.3357701,-72.9106664,https://goo.gl/maps/W2iRL37TFiwKQ1cr7,whitney-armory,whitney-armory.jpg,"Whitney Arms Company, Van Slyck Steel Engraving, 1880.",Source: American Inventions and Improvements in Breech-Loading Small Arms,,whitney-armory2.jpg,"Whitneyville Armory, Whitney's Improved Fine-Arms, from an advertisement, ca. 1862.","Source: Library of Congress, Prints and Photographs Division",,whitney-armory3.jpg,"The main building of the Eli Whitney Museum, built in 1890 on the grounds of the Eli Whitney Gun Factory in Hamden, Connecticut.","Source: Magicpiano, Creative Commons",,,,,,,,,
https://conntours.oncell.com/en/the-war-through-commemorative-prints-225915.html,,war-of-1812,The War Through Commemorative Prints,"Connecticut Historical Society, Hartford CT",,"1 Elizabeth St, Hartford, CT 06105",41.772934,-72.705277,https://goo.gl/maps/2ayZ46345pEFp1n36,war-through-prints,war-through-prints.jpg,"Combat between the Frigate Constitution and the British Frigate Guerriere. Hand-colored lithograph by D.W. Kellogg, 1830-1840.",Source: Connecticut Historical Society,,war-through-prints2.jpg,"The US Frigate United States Capturing H.B.M. Macedonian, October 25th, 1812. Hand colored lithograph by E.B. & E.C. Kellogg, 1845-1846.",Source: Connecticut Historical Society,,war-through-prints3.jpg,Connecticut Historical Society Museum and Library.,"Source: Sage Ross, Creative Commons",,,,,,,,,
https://conntours.oncell.com/en/the-hartford-convention-225908.html,,war-of-1812,The Hartford Convention,"Old State House, Hartford CT",,"800 Main St, Hartford, CT 06103",41.7661838,-72.6726289,https://goo.gl/maps/z1Sx6cStUqj6Expq5,hartford-convention,hartford-convention.jpg,"William Charles, the Hartford Convention or Leap no Leap, ca. 1814, etching and aquiatint with watercolor.","Source: Library of Congress, Prints and Photographs Division",,hartford-convention2.jpg,"Edward William Clay, State House, Hartford, Connecticut. 1834. ",Source: Connecticut Historical Society,,,,,,,,,,,,,
https://conntours.oncell.com/en/nathan-starr-225917.html,,war-of-1812,Nathan Starr,"Middlesex County Historical Society, Middletown CT",,"151 Main St, Middletown, CT 06457",41.5584364,-72.6487368,https://goo.gl/maps/LvVAMmUyt7RdCa3X8,nathan-starr,nathan-starr.jpg,"Starr Mill, 1933, Middletown, Connecticut.",Source: National Register of Historic Places,,nathan-starr2.jpg,Unidentified soldier in Union uniform holding 1818 Nathan Starr Contract calvarly saber.,"Source: Library of Congress, Prints and Photographs Division",,nathan-starr3.jpg ,"General Mansfield House, Middlesex Historical Society","Source: Joe Mabel, Wikipedia",,,,,,,,,
https://conntours.oncell.com/en/raid-on-essex-225911.html,,war-of-1812,Raid on Essex,"Essex Historical Society, CT",,"22 Prospect St, Essex, CT 06426",41.3533657,-72.3933756,https://goo.gl/maps/6KT5741WggcnJuej6,raid-on-essex,raid-on-essex.jpg,"Detail from View of Essex, Centerbrook & Ivoryton, Conn. 1881, Boston, MA: O.H. Bailey & Co, 1881.","Source: University of Connecticut Libraries, Map and Geographic Information Center (MAGIC)",,raid-on-essex2.jpg,"Detail from the map Connecticut, from actual survey, Hartford, CT: Hudson & Goodwin, 1811.","Source: University of Connecticut Libraries, Map and Geographic Information Center (MAGIC).",,,,,,,,,,,,,
https://conntours.oncell.com/en/battle-of-goshen-point-225918.html,,war-of-1812,Battle of Goshen Point,"Harkness Memorial State Park, Waterford CT",,"275 Great Neck Rd, Waterford, CT 06385",41.3073764,-72.1152093,https://goo.gl/maps/gfYfY3SyrCcZt7AMA,goshen-point,goshen-point.jpg,"Thomas Hornbrook's painting depicting the Naval Battle of Lake Borgne, Louisiana, shows American gunboats in action during the War of 1812. ",,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/fortifying-new-london-225912.html,,war-of-1812,Fortifying New London,Fort Trumbull State Park,,"90 Walbach St, New London, CT 06320",41.34447,-72.0934433,https://goo.gl/maps/w3nUJF43jML8GhLL6,new-london,new-london.jpg,"Fort Trumbull, Connecticut by Seth Eastman (1808-1875) Oil on canvas.",,,new-london2.jpg,Fort Trumbull.,"Source: Roddy Pfeiffer, Creative Commons",,new-london3.jpg,Fort Trumbull Shore.,,,,,,,,,,
https://conntours.oncell.com/en/stonington-battle-flag-225909.html,,war-of-1812,Stonington Battle Flag,"Stonington Historical Society, CT",,"40 Palmer St, Stonington, CT 06378",41.3428919,-71.9075755,https://goo.gl/maps/DYjXxzsmrPeYLySi9,stonington-battle,stonington-battle.jpg,"The Stonington Battle Flag, ca. 1796-1803, photograph by Larry St. Pierre, 2009",Source: Stonington Historical Society,,stonington-battle2.jpg,"Stonington flag, photograph by F. Stewart Greene.","Source: The Stonington Historical Society, R.W. Woolworth Library",,stonington-battle3.jpg,"Captain Nathaniel Palmer House, Stonington Historical Society.",Source: National Register of Historic Places,,,,,,,,,
https://conntours.oncell.com/en/the-womens-heritage-trail-201252.html,,,The Women's Heritage Trail,,,,,,,,orientation-women.jpg,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/connecticuts-old-state-house-201222.html,see Freedom,women,Connecticut's Old State House,Hartford CT,,"800 Main St, Hartford, CT 06103",41.7661838,-72.6726289,https://goo.gl/maps/z1Sx6cStUqj6Expq5,ct-old-state-house,ct-old-state-house.jpg,Connecticut's Old State House (2008).,,,ct-old-state-house2.jpg,Connecticut's Old State House (1937).,Library of Congress Prints and Photographs Division,,ct-old-state-house.jpg,"Interior Room, Looking Out Toward Stairs, Old State House, Main Street & Central Row, Hartford, Hartford County, CT.",Source: Library of Congress Prints and Photographs Division,,,,,,,,,
https://conntours.oncell.com/en/harriet-beecher-stowe-center-201229.html,see Literary,women,Harriet Beecher Stowe Center,Hartford CT,,"77 Forest St, Hartford, CT 06105",41.7668438,-72.7004102,https://goo.gl/maps/H9uBYcJXH6fv8phC8,harriet-beecher-stowe,harriet-beecher-stowe.jpg,Harriet Beecher Stowe (ca 1880).,Source: Library of Congress Prints and Photographs Division,,harriet-beecher-stowe2.jpg,"Harriet Beecher Stowe's Residence, Hartford, CT (c.1905).",Source: Library of Congress Prints and Photographs Division,,,,,,,,,,,,,
https://conntours.oncell.com/en/hill-stead-museum-201231.html,,women,Hill-Stead Museum,Farmington CT,,"35 Mountain Rd, Farmington, CT 06032",41.7215013,-72.8272456,https://goo.gl/maps/AdFsibpq2o4fAXkK8,hill-stead,hill-stead.jpg,Hill-Stead Museum (south facade).,,,hill-stead2.jpg,"Hill-Stead Museum, View from west portico.",Source: Library of Congress Prints and Photographs Division,,,,,,,,,,,,,
https://conntours.oncell.com/en/webb-deane-stevens-museum-201234.html,,women,Webb-Deane-Stevens Museum,Wethersfield CT,,"211 Main St, Wethersfield, CT 06109",41.7121811,-72.6533673,https://goo.gl/maps/RLWdrXAePd66GaS26,webb-deane-stevens,webb-deane-stevens.jpg,Joseph Webb and Issac Stevens Houses.,,,webb-deane-stevens2.jpg,"The Deane House, Wethersfield.","Source: Library of Congress Prints and Photographs Division, Carol M. Highsmith Archive",,webb-deane-stevens3.jpg,"George Washington at the Webb House, Wethersfield, Connecticut, 1781, drawn by H. H. Art Studios, 1947, ink and gouache with graphite on white wove paper mounted to board.","Source: Gift of Mr. & Mrs. Richard Koopman and Mr. & Mrs. Bernard Schiro, 1980.93.45, Connecticut Historical Society.",,,,,,,,,
https://conntours.oncell.com/en/the-martha-a-parsons-house-museum-201240.html,,women,The Martha A. Parsons House Museum,Enfield CT,,"1387 Enfield St, Enfield, CT 06082",41.9706572,-72.5924203,https://goo.gl/maps/MuhYC9VP51G5wMmc7,martha-parsons,martha-parsons.jpg,"The Martha A. Parsons House, in Enfield, Connecticut, was built in 1792 by John Meacham. Photograph ca. 1935-1942 by the W.P.A. Federal Writers Project.","Source: Connecticut State Library, State Archives, RG 033:28, WPA Records, Architectural Survey",,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/windham-textile-history-museum-201242.html,,women,Windham Textile & History Museum,Willimantic CT,,"411 Main St, Willimantic, CT 06226",41.7109656,-72.2057039,https://goo.gl/maps/VcMcbXFTZBYVJVzG7,windham-textile,windham-textile.jpg,Windham Textile Museum.,Source: Creative Commons,,windham-textile2.jpg,Windham Linen Company Trade Card.,"Source: Collection of the Windham Textile and History Museum, Willimantic, CT and Connecticut History Illustrated",,,,,,,,,,,,,
https://conntours.oncell.com/en/prudence-crandall-museum-201243.html,"see Freedom: same images, diff text",women,Prudence Crandall Museum,Canterbury CT,,"1 S Canterbury Rd, Canterbury CT 06331",41.6980715,-71.9716472,https://goo.gl/maps/zDDMqJsgqxMgaEe86,prudence-crandall,prudence-crandall.jpg,Portrait of Prudence Crandall.,Source: Courtesy of Connecticut Department of Economic and Community Development,,prudence-crandall2.jpg,Prudence Crandall House.,Source: Jerry Dougherty,,,,,,,,,,,,,
https://conntours.oncell.com/en/thankful-arnold-house-201244.html,,women,Thankful Arnold House,Haddam CT,,"14 Hayden Hill Rd, Haddam, CT 06438",41.480095,-72.516924,https://goo.gl/maps/17H6EdAEw6mySgsW7,thankful-arnold,thankful-arnold.jpg,Thankful Arnold House.,Source: Jerry Dougherty,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/florence-griswold-museum-201245.html,,women,Florence Griswold Museum,Old Lyme CT,,"96 Lyme St, Old Lyme, CT 06371",41.3257161,-72.326835,https://goo.gl/maps/7AiFcaVzp88P62tEA,florence-griswold,florence-griswold.jpg,"Florence Griswold House, Old Lyme, CT.",Source: Creative Commons,,florence-griswold2.jpg,Florence Griswold House (c. 1910-1915).,Source: Library of Congress Prints and Photographs Division,,,,,,,,,,,,,
https://conntours.oncell.com/en/osborne-homestead-museum-201246.html,,women,Osborne Homestead Museum,Derby CT,,"500 Hawthorne Ave, Derby, CT 06418",41.334304,-73.1112407,https://goo.gl/maps/iyYAMVgorth9iXUW9,osborne-homestead,osborne-homestead.jpg,Derby Osbornedale House.,Source: Wikipedia,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/birdcraft-museum-sanctuary-201247.html,,women,Birdcraft Museum & Sanctuary,Fairfield CT,,"314 Unquowa Rd, Fairfield, CT 06824",41.145283,-73.2589592,https://goo.gl/maps/SCatXpwvdsyWHdDu8,birdcraft-museum,birdcraft-museum.jpg,Connecticut Audubon Birdcraft Museum Exterior.,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-hartford-literary-trail-215442.html,5 duplicates of Literary - SKIP,,The Hartford Literary Trail,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-wallace-stevens-walk-215437.html,see above,,The Wallace Stevens Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/harriet-beecher-stowe-center-215465.html,see above,,Harriet Beecher Stowe Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-mark-twain-house-museum-215466.html,see above,,The Mark Twain House & Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/noah-webster-house-215467.html,see above,,Noah Webster House,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/cedar-hill-cemetery-215438.html,see above,,Cedar Hill Cemetery,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-siege-battle-of-saybrook-fort-1636-1637-214720.html,,,Siege and Battle of Saybrook Fort (1636-1637),,,,,,,,,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-siege-battle-of-saybrook-fort-1636-1637-tour-orientation-215376.html,,saybrook-fort,Tour Orientation,,,,,,,orientation-saybrook,orientation-saybrook.jpg,,,,,,,,,,,,,,,,,,,
https://conntours.oncell.com/en/the-general-william-hart-house-stevenson-archives-214706.html,,saybrook-fort,The General William Hart House & Stevenson Archives,,,"350 Main St, Old Saybrook, CT 06475",41.2871827,-72.3751154,https://goo.gl/maps/T42mmNyin8Y8Py9g6,william-hart,william-hart.jpg,Hart House and Stevenson Archives.,,,william-hart2.jpg,General William Hart.,,,william-hart3.jpg,Pequot War Map.,,,william-hart4.jpg,Hart House.,,,,,,
https://conntours.oncell.com/en/connecticut-river-overlook-vicki-duffy-pavilion-214707.html,,saybrook-fort,CT River Overlook (Vicki Duffy Pavilion),,,"155 College St, Old Saybrook, CT 06475",41.2843968,-72.3498432,https://goo.gl/maps/FtMfHmsAfMvnNfHc8,ct-river,ct-river.jpg,Vicki Duffy Pavilion.,,,ct-river2.jpg,Overlook Marker.,,,ct-river3.jpg,Aerial view of approximate location of Saybrook Fort.,,,ct-river4.jpg,Recreated Algonkian Shelter.,,,,,,
